NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TECPR2	1	TECPR2	
TECPR1	1	TECPR1	
LGMNP1	1	LGMNP1	
SLC35F6	1	SLC35F6	
SLC35F3	1	SLC35F3	
CAB39L	1	CAB39L	
SLC35F2	1	SLC35F2	
SLC35F5	1	SLC35F5	
MCUB	1	MCUB	
RSF1	1	RSF1	
SLC35F1	1	SLC35F1	
MRPS31P4	1	MRPS31P4	
SIPA1L2	1	SIPA1L2	
MRPS31P5	1	MRPS31P5	
SIPA1L3	1	SIPA1L3	
H2BC20P	1	HIST2H2BC	
SIPA1L1	1	SIPA1L1	
GSG1	1	GSG1	
SLC35G6	1	SLC35G6	
SLC35G5	1	SLC35G5	
SLC35G2	1	SLC35G2	
SLC35G1	1	SLC35G1	
TYK2	1	TYK2	
CFAP299	1	CFAP299	
MTSS1	1	MTSS1	
MTSS2	1	MTSS2	
NFX1	1	NFX1	
C1QTNF12	1	C1QTNF12	
MPRIPP1	1	MPRIPP1	
AMER1	1	AMER1	
MEGF6	1	MEGF6	
RPS3AP5	1	RPS3AP5	
RPS3AP6	1	RPS3AP6	
RGPD6	1	RGPD6	
RGPD5	1	RGPD5	
RPS3AP2	1	RPS3AP2	
RGPD8	1	RGPD8	
RGPD2	1	RGPD2	
TYMS	1	TYMS	
RGPD1	1	RGPD1	
BEGAIN	1	BEGAIN	
RGPD3	1	RGPD3	
TYMP	1	TYMP	
TCEAL8	1	TCEAL8	
TCEAL7	1	TCEAL7	
CFAP298	1	CFAP298	
TCEAL4	1	TCEAL4	
TCEAL3	1	TCEAL3	
EMC1	1	EMC1	
EMC2	1	EMC2	
TCEAL1	1	TCEAL1	
EMC3	1	EMC3	
SUSD4	1	SUSD4	
EMC4	1	EMC4	
SUSD3	1	SUSD3	
FAM47E	1	FAM47E	
SUSD6	1	SUSD6	
EMC6	1	EMC6	
SUSD5	1	SUSD5	
EMC7	1	EMC7	
EMC8	1	EMC8	
EMC9	1	EMC9	
TCEAL9	1	TCEAL9	
SVIL	1	SVIL	
NFYA	1	NFYA	
NFYB	1	NFYB	
NFYC	1	NFYC	
SUSD2	1	SUSD2	
SUSD1	1	SUSD1	
SVIP	1	SVIP	
SPCS3	1	SPCS3	
SPCS2	1	SPCS2	
SPCS1	1	SPCS1	
GSTA4	1	GSTA4	
LRRN4CL	1	LRRN4CL	
GSTA2	1	GSTA2	
QPCT	1	QPCT	
GSTA1	1	GSTA1	
MEGF8	1	MEGF8	
SIPA1	1	SIPA1	
MEGF9	1	MEGF9	
SPPL2B	1	SPPL2B	
ROGDI	1	ROGDI	
SPPL2A	1	SPPL2A	
CLEC18C	1	CLEC18C	
CLEC18B	1	CLEC18B	
CLEC18A	1	CLEC18A	
PAIP2B	1	PAIP2B	
EME1	1	EME1	
CSKMT	1	CSKMT	
EME2	1	EME2	
FPGT	1	FPGT	
FPGS	1	FPGS	
GBAP1	1	GBAP1	
POSTN	1	POSTN	
TRPC4AP	1	TRPC4AP	
EMCN	1	EMCN	
SPECC1L	1	SPECC1L	
MYADM	1	MYADM	
TIMELESS	1	TIMELESS	
NUPR1	1	NUPR1	
PMEL	1	PMEL	
ISYNA1	1	ISYNA1	
GSTCD	1	GSTCD	
CLEC16A	1	CLEC16A	
PMF1	1	PMF1	
CAMSAP1	1	CAMSAP1	
RSKR	1	RSKR	
CAMSAP2	1	CAMSAP2	
EMG1	1	EMG1	
NPC1L1	1	NPC1L1	
TASOR	1	TASOR	
TASP1	1	TASP1	
RWDD4P1	1	RWDD4P1	
PNPT1	1	PNPT1	
CLEC17A	1	CLEC17A	
CAMSAP3	1	CAMSAP3	
SLC66A1L	1	PQLC2L	
DIAPH1	1	DIAPH1	
DAP	1	DAP	
DIAPH2	1	DIAPH2	
DIAPH3	1	DIAPH3	
PXMP2	1	PXMP2	
PXMP4	1	PXMP4	
SKIV2L	1	SKIV2L	
COLGALT2	1	COLGALT2	
CGB8	1	CGB8	
CGB7	1	CGB7	
CGB5	1	CGB5	
CGAS	1	CGAS	
CGB3	1	CGB3	
CLEC14A	1	CLEC14A	
DBI	1	DBI	
CGB2	1	CGB2	
CGB1	1	CGB1	
KRT18P5	1	KRT18P5	
KRT18P4	1	KRT18P4	
DBP	1	DBP	
NTMT1	1	NTMT1	
DBT	1	DBT	
COLGALT1	1	COLGALT1	
STPG1	1	STPG1	
STPG3	1	STPG3	
STPG2	1	STPG2	
DCC	1	DCC	
STPG4	1	STPG4	
OXSR1	1	OXSR1	
DCK	1	DCK	
C1QTNF9B	1	C1QTNF9B	
DCN	1	DCN	
ZAP70	1	ZAP70	
CFAP221	1	CFAP221	
DCT	1	DCT	
DNASE2	1	DNASE2	
DNASE1	1	DNASE1	
CLEC12B	1	CLEC12B	
CFAP206	1	CFAP206	
DDO	1	DDO	
DDN	1	DDN	
CFAP210	1	CCDC173	
PDE11A	1	PDE11A	
DDT	1	DDT	
RPS6KC1	1	RPS6KC1	
TYW1	1	TYW1	
PDSS2	1	PDSS2	
PDSS1	1	PDSS1	
ATP13A1	1	ATP13A1	
DEK	1	DEK	
DES	1	DES	
PDE10A	1	PDE10A	
RPS6KB1	1	RPS6KB1	
RPS6KB2	1	RPS6KB2	
ATP13A4	1	ATP13A4	
ATP13A2	1	ATP13A2	
ATP13A3	1	ATP13A3	
FBXW10B	1	CDRT1	
MT-ND6	1	MT-ND6	
RALGAPA1P1	1	RALGAPA1P1	
MDC1	1	MDC1	
MT-ND4	1	MT-ND4	
MT-ND5	1	MT-ND5	
NEXMIF	1	NEXMIF	
MT-ND2	1	MT-ND2	
MT-ND3	1	MT-ND3	
MT-ND1	1	MT-ND1	
SCAMP5	1	SCAMP5	
IL4I1	1	IL4I1	
LACTB	1	LACTB	
SCAMP4	1	SCAMP4	
CYP2D7	1	CYP2D7	
CYP2D6	1	CYP2D6	
TGIF2P1	1	TGIF2P1	
TYW5	1	TYW5	
TYW3	1	TYW3	
FIBCD1	1	FIBCD1	
NGDN	1	NGDN	
SCAMP1	1	SCAMP1	
EML1	1	EML1	
HSPG2	1	HSPG2	
EML2	1	EML2	
SCAMP3	1	SCAMP3	
EML3	1	EML3	
SCAMP2	1	SCAMP2	
EML4	1	EML4	
RPL5P1	1	RPL5P1	
AR	1	AR	
EML6	1	EML6	
RPL5P4	1	RPL5P4	
PRKAR1B	1	PRKAR1B	
PRKAR1A	1	PRKAR1A	
CYP2E1	1	CYP2E1	
RBCK1	1	RBCK1	
CGGBP1	1	CGGBP1	
NGEF	1	NGEF	
PHC1P1	1	PHC1P1	
GRID2IP	1	GRID2IP	
DHH	1	DHH	
ACTL7B	1	ACTL7B	
SHOX2	1	SHOX2	
FPR1	1	FPR1	
RPL31P63	1	RPL31P63	
FPR3	1	FPR3	
AAAS	1	AAAS	
C2	1	C2	
C3	1	C3	
DYNC2LI1	1	DYNC2LI1	
C5	1	C5	
GRIN2A	1	GRIN2A	
C6	1	C6	
HSPH1	1	HSPH1	
PRKAR2B	1	PRKAR2B	
C9	1	C9	
PRKAR2A	1	PRKAR2A	
RSU1	1	RSU1	
EXPH5	1	EXPH5	
HTATSF1P2	1	HTATSF1P2	
NGFR	1	NGFR	
GLYATL2	1	GLYATL2	
GLYATL1	1	GLYATL1	
KLF3P1	1	KLF3P1	
PMM1	1	PMM1	
TAS2R15P	1	TAS2R15P	
PMM2	1	PMM2	
GRIN2C	1	GRIN2C	
CP	1	CP	
GRIN2D	1	GRIN2D	
CS	1	CS	
CYP2C9	1	CYP2C9	
CYP2C8	1	CYP2C8	
GRIN3B	1	GRIN3B	
GRIN3A	1	GRIN3A	
RPL31P61	1	RPL31P61	
PARGP1	1	PARGP1	
LAD1	1	LAD1	
LRSAM1	1	LRSAM1	
DCAF13P3	1	DCAF13P3	
RPLP1	1	RPLP1	
QPRT	1	QPRT	
RPLP0	1	RPLP0	
ECSIT	1	ECSIT	
AACS	1	AACS	
NIPBL	1	NIPBL	
RPLP2	1	RPLP2	
APPL2	1	APPL2	
APPL1	1	APPL1	
CCDC162P	1	CCDC162P	
ACTL6A	1	ACTL6A	
NIPA1	1	NIPA1	
SIRT4	1	SIRT4	
EMP1	1	EMP1	
SIRT5	1	SIRT5	
EMP2	1	EMP2	
EMP3	1	EMP3	
NIPA2	1	NIPA2	
SIRT7	1	SIRT7	
F2	1	F2	
BIVM-ERCC5	1	BIVM-ERCC5	
F3	1	F3	
SIRT1	1	SIRT1	
FAHD2A	1	FAHD2A	
ELAPOR2	1	KIAA1324L	
SIRT2	1	SIRT2	
FAHD2B	1	FAHD2B	
ELAPOR1	1	KIAA1324	
SIRT3	1	SIRT3	
F7	1	F7	
F8	1	F8	
BDH2	1	BDH2	
BDH1	1	BDH1	
CDC42EP5	1	CDC42EP5	
CDC42EP4	1	CDC42EP4	
CDC42EP3	1	CDC42EP3	
CDC42EP2	1	CDC42EP2	
CDC42EP1	1	CDC42EP1	
PICK1	1	PICK1	
DLD	1	DLD	
MDFI	1	MDFI	
DPY19L1P1	1	DPY19L1P1	
FH	1	FH	
TOB2P1	1	TOB2P1	
DPY19L1P2	1	DPY19L1P2	
CCNDBP1	1	CCNDBP1	
HLA-DMA	1	HLA-DMA	
MYCT1	1	MYCT1	
HLA-DMB	1	HLA-DMB	
PMS2	1	PMS2	
DMD	1	DMD	
CSMD3	1	CSMD3	
CSMD2	1	CSMD2	
CSMD1	1	CSMD1	
PMS1	1	PMS1	
GK	1	GK	
MDH1	1	MDH1	
AADAT	1	AADAT	
MDH2	1	MDH2	
HNRNPUL2-BSCL2	1	HNRNPUL2-BSCL2	
TTLL7	1	TTLL7	
TTLL6	1	TTLL6	
TTLL5	1	TTLL5	
TTLL4	1	TTLL4	
TTLL3	1	TTLL3	
TTLL1	1	TTLL1	
RIMBP2	1	RIMBP2	
RIMBP3	1	RIMBP3	
TTLL9	1	TTLL9	
HDDC2	1	HDDC2	
FAM13B	1	FAM13B	
UBE2D4	1	UBE2D4	
FAM13C	1	FAM13C	
UBE2D2	1	UBE2D2	
FAM13A	1	FAM13A	
UBE2D3	1	UBE2D3	
HP	1	HP	
PTPRVP	1	PTPRVP	
UBE2D1	1	UBE2D1	
HR	1	HR	
HDDC3	1	HDDC3	
ABCB10P4	1	ABCB10P4	
ABCB10P3	1	ABCB10P3	
PABPC4L	1	PABPC4L	
PMPCB	1	PMPCB	
PMPCA	1	PMPCA	
HLA-DOA	1	HLA-DOA	
IK	1	IK	
LAG3	1	LAG3	
UBE2E3	1	UBE2E3	
VPS33A	1	VPS33A	
VPS33B	1	VPS33B	
UBE2E1	1	UBE2E1	
UBE2E2	1	UBE2E2	
EMSY	1	EMSY	
PIGBOS1	1	PIGBOS1	
NSMAF	1	NSMAF	
FBLIM1	1	FBLIM1	
ECSCR	1	ECSCR	
DPT	1	DPT	
TNFRSF11B	1	TNFRSF11B	
NTPCR	1	NTPCR	
TNFRSF11A	1	TNFRSF11A	
SOCS2	1	SOCS2	
SOCS3	1	SOCS3	
SOCS1	1	SOCS1	
PMVK	1	PMVK	
SOCS6	1	SOCS6	
SOCS7	1	SOCS7	
MDN1	1	MDN1	
SOCS4	1	SOCS4	
SOCS5	1	SOCS5	
COL28A1	1	COL28A1	
KL	1	KL	
DR1	1	DR1	
BRPF1	1	BRPF1	
BDNF	1	BDNF	
BRPF3	1	BRPF3	
GFPT2	1	GFPT2	
GFPT1	1	GFPT1	
TNFRSF10C	1	TNFRSF10C	
BCDIN3D	1	BCDIN3D	
TNFRSF10B	1	TNFRSF10B	
TNFRSF10A	1	TNFRSF10A	
KY	1	KY	
TNFRSF10D	1	TNFRSF10D	
ZC3HC1	1	ZC3HC1	
TFCP2	1	TFCP2	
AAK1	1	AAK1	
ANXA2P1	1	ANXA2P1	
MDM2	1	MDM2	
NPHP3-ACAD11	1	NPHP3-ACAD11	
ANXA2P3	1	ANXA2P3	
MDM4	1	MDM4	
ANXA2P2	1	ANXA2P2	
MYD88	1	MYD88	
MDM1	1	MDM1	
DRAXIN	1	DRAXIN	
ST6GALNAC2	1	ST6GALNAC2	
SH2D4A	1	SH2D4A	
SH2D4B	1	SH2D4B	
WHSC1L2P	1	WHSC1L2P	
ATRAID	1	ATRAID	
MRPL4	1	MRPL4	
MRPL3	1	MRPL3	
NGRN	1	NGRN	
MAGOH2P	1	MAGOH2P	
MRPL2	1	MRPL2	
MRPL1	1	MRPL1	
MB	1	MB	
DSE	1	DSE	
DGCR8	1	DGCR8	
DGCR6	1	DGCR6	
MRPL9	1	MRPL9	
DGCR5	1	DGCR5	
MDP1	1	MDP1	
SPG11	1	SPG11	
EID2B	1	EID2B	
DGCR2	1	DGCR2	
DSP	1	DSP	
EMX2	1	EMX2	
DST	1	DST	
SH2D3A	1	SH2D3A	
SH2D3C	1	SH2D3C	
VPS37C	1	VPS37C	
VPS37D	1	VPS37D	
CALM2P2	1	CALM2P2	
RAD23A	1	RAD23A	
VPS37A	1	VPS37A	
VPS37B	1	VPS37B	
RAD23B	1	RAD23B	
CYP2A6	1	CYP2A6	
VPS26BP1	1	VPS26BP1	
IL1RAPL2	1	IL1RAPL2	
IL1RAPL1	1	IL1RAPL1	
BDP1	1	BDP1	
ST6GALNAC3	1	ST6GALNAC3	
DTL	1	DTL	
ST6GALNAC4	1	ST6GALNAC4	
ST6GALNAC5	1	ST6GALNAC5	
ST6GALNAC6	1	ST6GALNAC6	
RNFT2	1	RNFT2	
SLC47A2	1	SLC47A2	
COL15A1	1	COL15A1	
SLC47A1	1	SLC47A1	
HSD17B14	1	HSD17B14	
HSD17B13	1	HSD17B13	
HSD17B12	1	HSD17B12	
HSD17B11	1	HSD17B11	
HSD17B10	1	HSD17B10	
RNFT1	1	RNFT1	
PTPRZ1	1	PTPRZ1	
SLITRK1	1	SLITRK1	
CECR7	1	CECR7	
SLITRK6	1	SLITRK6	
SLITRK5	1	SLITRK5	
AAMP	1	AAMP	
LINGO2	1	LINGO2	
LINGO1	1	LINGO1	
DUT	1	DUT	
BAIAP2	1	BAIAP2	
BAIAP3	1	BAIAP3	
PC	1	PC	
VIPAS39	1	VIPAS39	
PABPC1L	1	PABPC1L	
MDGA2	1	MDGA2	
MDGA1	1	MDGA1	
SPG21	1	SPG21	
VPS35L	1	VPS35L	
DHFR2	1	DHFR2	
RETREG3	1	RETREG3	
RTCA	1	RTCA	
RTCB	1	RTCB	
TXNDC11	1	TXNDC11	
TXNDC12	1	TXNDC12	
UBE2L6	1	UBE2L6	
TXNDC15	1	TXNDC15	
UBE2L5	1	UBE2L5	
TXNDC16	1	TXNDC16	
TXNDC17	1	TXNDC17	
UBE2L3	1	UBE2L3	
SLC34A3	1	SLC34A3	
ENTPD1	1	ENTPD1	
ENTPD2	1	ENTPD2	
ENTPD3	1	ENTPD3	
ENTPD4	1	ENTPD4	
ENTPD5	1	ENTPD5	
ENTPD6	1	ENTPD6	
ENTPD7	1	ENTPD7	
ENTPD8	1	ENTPD8	
VWA5B2	1	VWA5B2	
ASRGL1	1	ASRGL1	
DXO	1	DXO	
LAP3	1	LAP3	
EPHA10	1	EPHA10	
RTF2	1	RTF2	
MST1R	1	MST1R	
RTF1	1	RTF1	
AARD	1	AARD	
UBE2J2	1	UBE2J2	
MST1L	1	MST1L	
OSGEP	1	OSGEP	
UBE2J1	1	UBE2J1	
SPATA5L1	1	SPATA5L1	
SWI5	1	SWI5	
DYM	1	DYM	
AAR2	1	AAR2	
WAPL	1	WAPL	
TF	1	TF	
TG	1	TG	
TH	1	TH	
RETREG2	1	RETREG2	
RETREG1	1	RETREG1	
PCSK2	1	PCSK2	
PCSK1	1	PCSK1	
SLC7A14	1	SLC7A14	
AATK	1	AATK	
PCSK9	1	PCSK9	
PCSK7	1	PCSK7	
SLC7A11	1	SLC7A11	
TNFRSF13C	1	TNFRSF13C	
WASL	1	WASL	
AATF	1	AATF	
IER3IP1	1	IER3IP1	
PCSK6	1	PCSK6	
SLC7A10	1	SLC7A10	
PCSK5	1	PCSK5	
CLYBL	1	CLYBL	
GGTA1	1	GGTA1P	
PCSK4	1	PCSK4	
MYDGF	1	MYDGF	
IMMP2L	1	IMMP2L	
HYAL1	1	HYAL1	
HYAL2	1	HYAL2	
ENC1	1	ENC1	
HYAL3	1	HYAL3	
L3HYPDH	1	L3HYPDH	
AASS	1	AASS	
TNFRSF12A	1	TNFRSF12A	
MRPS2	1	MRPS2	
MRPS7	1	MRPS7	
MRPS6	1	MRPS6	
MRPS5	1	MRPS5	
ENAH	1	ENAH	
LAT2	1	LAT2	
IMMP1L	1	IMMP1L	
MRPS9	1	MRPS9	
ENAM	1	ENAM	
G2E3	1	G2E3	
PNCK	1	PNCK	
GREB1L	1	GREB1L	
IGHMBP2	1	IGHMBP2	
FAAP24	1	FAAP24	
NEDD9	1	NEDD9	
CRIP2	1	CRIP2	
NEDD8	1	NEDD8	
CRIP3	1	CRIP3	
CRIP1	1	CRIP1	
FAAP20	1	FAAP20	
ARVCF	1	ARVCF	
ALS2CL	1	ALS2CL	
FAM172A	1	FAM172A	
USF1P1	1	USF1P1	
PLEKHG4B	1	PLEKHG4B	
SCAND1	1	SCAND1	
NPDC1	1	NPDC1	
ZNRD1ASP	1	ZNRD1ASP	
YIPF1	1	YIPF1	
GNL3LP1	1	GNL3LP1	
YIPF2	1	YIPF2	
YIPF3	1	YIPF3	
YIPF4	1	YIPF4	
YIPF5	1	YIPF5	
CRIPT	1	CRIPT	
HUWE1	1	HUWE1	
KLK14	1	KLK14	
UBE2G1	1	UBE2G1	
UBE2G2	1	UBE2G2	
XG	1	XG	
NEDD1	1	NEDD1	
XK	1	XK	
GLB1L	1	GLB1L	
THEMIS2	1	THEMIS2	
NEDD4	1	NEDD4	
YIPF6	1	YIPF6	
YIPF7	1	YIPF7	
FAM171B	1	FAM171B	
RTL1	1	RTL1	
SH3GL3	1	SH3GL3	
RTKN	1	RTKN	
BCCIP	1	BCCIP	
RTL9	1	RTL9	
OGDHL	1	OGDHL	
RTL6	1	RTL6	
CFAP300	1	CFAP300	
RTL5	1	RTL5	
RTL3	1	RTL3	
FAM174B	1	FAM174B	
FAM174A	1	FAM174A	
PAMR1	1	PAMR1	
SH3GL2	1	SH3GL2	
SH3GL1	1	SH3GL1	
MYLKP1	1	MYLKP1	
LAX1	1	LAX1	
DKC1	1	DKC1	
UBE2V2	1	UBE2V2	
UBE2V1	1	UBE2V1	
RTN2	1	RTN2	
RTN3	1	RTN3	
RTN1	1	RTN1	
RPL18P10	1	RPL18P10	
RTN4	1	RTN4	
ENHO	1	ENHO	
EBP	1	EBP	
HCAR1	1	HCAR1	
TRIM80P	1	TRIM80P	
ECD	1	ECD	
CRIM1	1	CRIM1	
LAYN	1	LAYN	
SSPOP	1	SSPO	
FERP1	1	FERP1	
PHOX2A	1	PHOX2A	
PGM5P2	1	PGM5P2	
PGM5P4	1	PGM5P4	
STT3A	1	STT3A	
ACTL10	1	ACTL10	
STT3B	1	STT3B	
RTP4	1	RTP4	
EDA	1	EDA	
CHD9	1	CHD9	
CHD8	1	CHD8	
CHD7	1	CHD7	
CHD6	1	CHD6	
CHD5	1	CHD5	
CHD4	1	CHD4	
CHD3	1	CHD3	
CHD2	1	CHD2	
MEA1	1	MEA1	
CHD1	1	CHD1	
FAM178B	1	FAM178B	
PIDD1	1	PIDD1	
UBE2Q1	1	UBE2Q1	
UBE2Q2	1	UBE2Q2	
EED	1	EED	
DARS2	1	DARS2	
CIP2A	1	CIP2A	
DARS1	1	DARS	
FAM177B	1	FAM177B	
UBE2R2	1	UBE2R2	
CHDH	1	CHDH	
FAM153CP	1	FAM153CP	
AKR1B1P3	1	AKR1B1P3	
PNKP	1	PNKP	
AKR1B1P1	1	AKR1B1P1	
TGFBRAP1	1	TGFBRAP1	
ACVR1B	1	ACVR1B	
ACVR1C	1	ACVR1C	
EFS	1	EFS	
MDH1B	1	MDH1B	
EGF	1	EGF	
SWT1	1	SWT1	
LRWD1	1	LRWD1	
LSP1P4	1	LSP1P4	
ACVR2B	1	ACVR2B	
ACVR2A	1	ACVR2A	
CHFR	1	CHFR	
PNKD	1	PNKD	
INAFM2	1	INAFM2	
INAFM1	1	INAFM1	
ACIN1	1	ACIN1	
PNMT	1	PNMT	
EHF	1	EHF	
RPL30	1	RPL30	
DPY19L2P3	1	DPY19L2P3	
RPL32	1	RPL32	
TMEM200B	1	TMEM200B	
RPL31	1	RPL31	
TMEM200A	1	TMEM200A	
DPY19L2P1	1	DPY19L2P1	
RPL34	1	RPL34	
DPY19L2P2	1	DPY19L2P2	
TMEM200C	1	TMEM200C	
ABAT	1	ABAT	
ENO1	1	ENO1	
MICOS13	1	MICOS13	
ABCA12	1	ABCA12	
ENO2	1	ENO2	
MICOS10	1	MICOS10	
ABCA13	1	ABCA13	
ENO3	1	ENO3	
ENO4	1	ENO4	
GPR173	1	GPR173	
RNF112	1	RNF112	
GPR176	1	GPR176	
RNF115	1	RNF115	
RNF114	1	RNF114	
RPL36	1	RPL36	
ADNP2	1	ADNP2	
CYP1B1	1	CYP1B1	
RPL35	1	RPL35	
RPL38	1	RPL38	
RTTN	1	RTTN	
RPL37	1	RPL37	
ANKS1A	1	ANKS1A	
RPL39	1	RPL39	
RNF111	1	RNF111	
ANKS1B	1	ANKS1B	
CHGB	1	CHGB	
GPR179	1	GPR179	
MED1	1	MED1	
MECR	1	MECR	
RPL21	1	RPL21	
RPL23	1	RPL23	
RPL22	1	RPL22	
MED8	1	MED8	
MED9	1	MED9	
AARSD1	1	AARSD1	
MED4	1	MED4	
DKK1	1	DKK1	
DKK2	1	DKK2	
MED6	1	MED6	
DKK3	1	DKK3	
MED7	1	MED7	
CPED1	1	CPED1	
GPR162	1	GPR162	
RNF123	1	RNF123	
ABCA10	1	ABCA10	
RNF125	1	RNF125	
RNF128	1	RNF128	
GPR161	1	GPR161	
GPR160	1	GPR160	
RPL24	1	RPL24	
RPL27	1	RPL27	
RPL26	1	RPL26	
ANKK1	1	ANKK1	
RPL29	1	RPL29	
ALG10B	1	ALG10B	
RPL28	1	RPL28	
GPLD1	1	GPLD1	
RNF122	1	RNF122	
FTCDNL1	1	FTCDNL1	
RNF121	1	RNF121	
OSER1	1	OSER1	
TAGLN2P1	1	TAGLN2P1	
VPS26C	1	VPS26C	
VPS26A	1	VPS26A	
VPS26B	1	VPS26B	
MEFV	1	MEFV	
PNPO	1	PNPO	
RPL41	1	RPL41	
RPS8P10	1	RPS8P10	
CHKB	1	CHKB	
CHKA	1	CHKA	
PNO1	1	PNO1	
SLC16A12	1	SLC16A12	
PRRC2C	1	PRRC2C	
SLC16A11	1	SLC16A11	
SLC16A10	1	SLC16A10	
GPR137B	1	GPR137B	
PRRC2B	1	PRRC2B	
RPL3L	1	RPL3L	
SLC16A14	1	SLC16A14	
GPR137C	1	GPR137C	
PRRC2A	1	PRRC2A	
SLC16A13	1	SLC16A13	
CPEB1	1	CPEB1	
RNF103	1	RNF103	
GPR180	1	GPR180	
GPR183	1	GPR183	
GPR182	1	GPR182	
CYP1A1	1	CYP1A1	
CPEB3	1	CPEB3	
CPEB2	1	CPEB2	
CPEB4	1	CPEB4	
SPEF2	1	SPEF2	
ELL	1	ELL	
MEI1	1	MEI1	
SPEF1	1	SPEF1	
ELN	1	ELN	
VSIG10L	1	VSIG10L	
RNF157	1	RNF157	
ZCWPW2	1	ZCWPW2	
ZCWPW1	1	ZCWPW1	
GPR132	1	GPR132	
KRT8P15	1	KRT8P15	
CHL1	1	CHL1	
ENSA	1	ENSA	
GPR137	1	GPR137	
RNF151	1	RNF151	
EMB	1	EMB	
RNF150	1	RNF150	
EMD	1	EMD	
KRT8P12	1	KRT8P12	
RNF152	1	RNF152	
KRT8P11	1	KRT8P11	
GPR135	1	GPR135	
ZC3H10	1	ZC3H10	
EN2	1	EN2	
EN1	1	EN1	
RNF168	1	RNF168	
GCFC2	1	GCFC2	
RNF167	1	RNF167	
AFTPH	1	AFTPH	
RNF169	1	RNF169	
RNF166	1	RNF166	
CCDC90B	1	CCDC90B	
ENG	1	ENG	
PCYOX1	1	PCYOX1	
RNF165	1	RNF165	
RPL10	1	RPL10	
RPL12	1	RPL12	
RPL11	1	RPL11	
KRT8P39	1	KRT8P39	
RNF135	1	RNF135	
GPR153	1	GPR153	
KRT8P36	1	KRT8P36	
RNF139	1	RNF139	
RNF138	1	RNF138	
CHN2	1	CHN2	
GPR150	1	GPR150	
CHN1	1	CHN1	
RPL14	1	RPL14	
RPL13	1	RPL13	
CHML	1	CHML	
RPL15	1	RPL15	
GPR156	1	GPR156	
RPL18	1	RPL18	
GPR155	1	GPR155	
RNF130	1	RNF130	
RPL17	1	RPL17	
GPR158	1	GPR158	
KRT8P33	1	KRT8P33	
RNF133	1	RNF133	
GPR157	1	GPR157	
RPL19	1	RPL19	
TIMMDC1	1	TIMMDC1	
F10	1	F10	
F12	1	F12	
NMNAT3	1	NMNAT3	
NMNAT2	1	NMNAT2	
RNF146	1	RNF146	
RNF145	1	RNF145	
GPR143	1	GPR143	
RNF148	1	RNF148	
ABI2	1	ABI2	
NMNAT1	1	NMNAT1	
ABI3	1	ABI3	
RNF149	1	RNF149	
ABI1	1	ABI1	
MSRB2	1	MSRB2	
MSRB3	1	MSRB3	
KRT8P46	1	KRT8P46	
RNF141	1	RNF141	
GPR146	1	GPR146	
MSRB1	1	MSRB1	
COL16A1	1	COL16A1	
CHPF	1	CHPF	
EPO	1	EPO	
HJURP	1	HJURP	
RNF19B	1	RNF19B	
RNF19A	1	RNF19A	
CHP1	1	CHP1	
KRT8P50	1	KRT8P50	
MEN1	1	MEN1	
RNF43	1	RNF43	
RNF44	1	RNF44	
FAM24B	2	FAM24B:AC073585.2	
F2R	1	F2R	
RNF40	1	RNF40	
RNF41	1	RNF41	
MELK	1	MELK	
ERF	1	ERF	
NHP2	1	NHP2	
ERH	1	ERH	
ERG	1	ERG	
FAM27B	1	FAM27B	
IQCA1	1	IQCA1	
ENY2	1	ENY2	
ABHD4	1	ABHD4	
ABHD3	1	ABHD3	
ABHD2	1	ABHD2	
RNF180	1	RNF180	
ABHD1	1	ABHD1	
ABHD8	1	ABHD8	
CHRD	1	CHRD	
ABHD6	1	ABHD6	
FCF1P1	1	FCF1P1	
ABHD5	1	ABHD5	
MACROH2A2	1	H2AFY2	
MACROH2A1	1	H2AFY	
OARD1	1	OARD1	
TBXA2R	1	TBXA2R	
ESD	1	ESD	
ABL1	1	ABL1	
PPIAL4A	1	PPIAL4A	
ABL2	1	ABL2	
RNF170	1	RNF170	
RPL37AP1	1	RPL37AP1	
RNF175	1	RNF175	
STRA6	1	STRA6	
GPR108	1	GPR108	
TVP23A	1	TVP23A	
TVP23B	1	TVP23B	
TVP23C	1	TVP23C	
PALB2	1	PALB2	
RNF182	1	RNF182	
RNF181	1	RNF181	
GPR107	1	GPR107	
RNF185	1	RNF185	
RNF187	1	RNF187	
RNF10	1	RNF10	
CALCOCO1	1	CALCOCO1	
RNF11	1	RNF11	
SFT2D3	1	SFT2D3	
RNF13	1	RNF13	
CALCOCO2	1	CALCOCO2	
RNF14	1	RNF14	
KRT8P4	1	KRT8P4	
ADRA1D	1	ADRA1D	
TREM2	1	TREM2	
ADRA1B	1	ADRA1B	
TREM1	1	TREM1	
FKBP9P1	1	FKBP9P1	
PTBP1	1	PTBP1	
RPL7A	1	RPL7A	
KRT8P9	1	KRT8P9	
DNMT3B	1	DNMT3B	
IQCB1	1	IQCB1	
PDCD6IP	1	PDCD6IP	
CHUK	1	CHUK	
DNMT3A	1	DNMT3A	
KCNAB1	1	KCNAB1	
KCNAB2	1	KCNAB2	
ADRA2C	1	ADRA2C	
KCNAB3	1	KCNAB3	
RANGAP1	1	RANGAP1	
ADRA2B	1	ADRA2B	
ADRA2A	1	ADRA2A	
COASY	1	COASY	
